4.25,4.45,2.35,0
5.7,2.35,2.3,1
5.4,2.05,2.525,1
8.9,0.975,2.225,0
4.175,5.05,2.65,0
5.5,2.2,1.275,0
4.05,2.3,2.1,1
12.85,-9.27,-6.35,1
16.275,4.65,0.2,0
5.825,2.725,1.95,1
5.5,4.65,1.15,0
3.75,5.175,3.275,0
5.2,2.975,4.625,1
7.025,2.5,8.2,1
6.4,3.25,10.375,0
8.725,3.125,5.1,1
6.15,3.85,3.425,1
6.6,2.25,4.175,1


